Date,PM10,SO2,CO,O3,NO2
20180908,31.833,0.003,0.313,0.028,0.022
20180909,24.708,0.003,0.317,0.034,0.019
20180910,26.667,0.003,0.271,0.030,0.022
20180912,26.875,0.003,0.283,0.027,0.025
20180913,23.250,0.002,0.321,0.018,0.028
20180914,12.542,0.002,0.304,0.018,0.027
20180915,19.917,0.006,0.337,0.014,0.034
20180916,28.125,0.005,0.308,0.029,0.025
20180918,50.333,0.007,0.458,0.036,0.040
20180919,63.667,0.004,0.417,0.032,0.036
20180920,22.292,0.003,0.354,0.027,0.033
20180921,16.208,0.002,0.321,0.025,0.028
20180922,20.917,0.003,0.267,0.042,0.016
20180923,41.375,0.006,0.379,0.039,0.027
20180924,23.333,0.003,0.242,0.051,0.010
20180925,18.750,0.003,0.283,0.037,0.014
20180926,18.250,0.003,0.254,0.033,0.015
20180928,23.333,0.003,0.300,0.025,0.024
20180929,14.042,0.003,0.296,0.023,0.024
20180930,16.958,0.002,0.254,0.037,0.016
20181001,16.042,0.003,0.208,0.038,0.013
20181003,31.625,0.004,0.446,0.035,0.031
20181004,31.750,0.003,0.358,0.036,0.024
20181005,11.125,0.002,0.367,0.030,0.021
20181006,16.625,0.002,0.263,0.031,0.010
20181007,18.833,0.005,0.325,0.027,0.024
20181008,33.083,0.004,0.371,0.029,0.027
20181009,31.083,0.003,0.383,0.024,0.027
20181013,24.958,0.003,0.388,0.022,0.025
20181014,21.708,0.004,0.371,0.029,0.026
20181015,46.708,0.006,0.412,0.042,0.033
20181017,57.292,0.004,0.500,0.031,0.034
20181018,37.917,0.003,0.388,0.037,0.022
20181019,24.333,0.002,0.329,0.025,0.023
20181020,25.375,0.003,0.379,0.022,0.027
20181021,24.083,0.003,0.421,0.023,0.029
20181023,33.250,0.004,0.425,0.025,0.032
20181024,57.667,0.006,0.404,0.031,0.032
20181025,55.542,0.005,0.504,0.021,0.043
20181026,41.875,0.006,0.421,0.021,0.034
20181027,25.083,0.002,0.267,0.033,0.011
20181028,27.500,0.003,0.300,0.040,0.015
20181102,42.917,0.005,0.517,0.017,0.043
20181103,37.875,0.005,0.496,0.018,0.046
20181106,45.083,0.003,0.438,0.025,0.036
20181107,45.083,0.003,0.496,0.023,0.036
20181108,30.750,0.004,0.375,0.023,0.027
20181109,28.917,0.003,0.429,0.030,0.017
20181110,48.000,0.005,0.442,0.030,0.030
20181111,54.208,0.006,0.554,0.025,0.035
20181113,26.958,0.003,0.404,0.021,0.028
20181114,26.750,0.003,0.438,0.016,0.032
20181115,27.542,0.005,0.446,0.012,0.036
20181116,36.833,0.004,0.483,0.015,0.035
20181117,58.500,0.004,0.492,0.032,0.029
20181118,28.542,0.002,0.346,0.032,0.015
20181120,47.500,0.006,0.433,0.024,0.032
20181121,72.708,0.008,0.642,0.005,0.056
20181122,41.250,0.003,0.329,0.027,0.020
20181123,27.333,0.003,0.329,0.024,0.022
20181124,48.292,0.005,0.667,0.006,0.048
20181125,54.250,0.003,0.542,0.025,0.026
20181126,53.417,0.005,0.583,0.012,0.044
20181128,125.083,0.004,0.521,0.014,0.043
20181129,92.667,0.005,0.537,0.008,0.043
20181201,86.458,0.004,0.462,0.021,0.031
20181202,51.750,0.003,0.413,0.025,0.026
20181204,29.917,0.003,0.517,0.016,0.027
20181205,49.250,0.003,0.367,0.020,0.024
20181206,30.167,0.002,0.329,0.020,0.019
20181207,26.333,0.003,0.329,0.028,0.014
20181208,20.250,0.003,0.300,0.027,0.012
20181209,17.792,0.003,0.304,0.032,0.009
20181211,24.625,0.003,0.404,0.014,0.027
20181212,35.208,0.003,0.354,0.028,0.017
20181213,30.875,0.003,0.354,0.031,0.016
20181214,22.208,0.003,0.308,0.030,0.015
20181215,33.458,0.004,0.483,0.012,0.037
20181216,30.583,0.004,0.571,0.013,0.034
20181218,43.000,0.003,0.475,0.018,0.029
20181219,78.542,0.007,0.604,0.032,0.032
20181220,135.750,0.007,0.883,0.005,0.062
20181221,83.208,0.004,0.642,0.013,0.047
20181222,53.250,0.004,0.625,0.026,0.033
20181223,40.958,0.003,0.450,0.034,0.017
20181225,25.625,0.003,0.367,0.023,0.023
20181226,47.167,0.003,0.442,0.026,0.023
20181227,21.667,0.003,0.312,0.034,0.012
20181228,21.667,0.003,0.308,0.030,0.013
20181229,25.208,0.003,0.312,0.034,0.010
20181230,18.667,0.003,0.321,0.034,0.012
20181231,29.000,0.003,0.388,0.024,0.024
