Date,PM10,SO2,CO,O3,NO2
20140303,40.958,0.004,0.462,0.016,0.034
20140304,46.375,0.005,0.475,0.014,0.040
20140306,50.583,0.005,0.421,0.021,0.031
20140307,48.458,0.004,0.375,0.021,0.028
20140308,54.750,0.006,0.433,0.020,0.033
20140309,70.583,0.007,0.479,0.026,0.027
20140310,49.333,0.007,0.467,0.016,0.033
20140312,50.792,0.005,0.521,0.013,0.044
20140313,27.750,0.003,0.483,0.024,0.028
20140314,52.083,0.004,0.458,0.020,0.033
20140315,89.542,0.007,0.588,0.024,0.041
20140316,105.167,0.007,0.508,0.035,0.037
20140317,88.250,0.007,0.542,0.018,0.040
20140318,104.667,0.006,0.500,0.023,0.031
20140319,54.333,0.008,0.475,0.017,0.040
20140320,48.292,0.005,0.425,0.020,0.032
20140322,63.375,0.007,0.529,0.018,0.044
20140323,91.917,0.009,0.575,0.028,0.047
20140324,92.833,0.010,0.550,0.028,0.053
20140326,37.792,0.004,0.504,0.012,0.029
20140327,74.542,0.008,0.617,0.008,0.037
20140328,90.583,0.008,0.562,0.019,0.042
20140329,49.375,0.004,0.475,0.016,0.039
20140330,47.958,0.006,0.592,0.019,0.034
20140331,78.875,0.009,0.650,0.010,0.043
20140402,68.042,0.013,0.608,0.011,0.048
20140403,72.625,0.010,0.629,0.014,0.047
20140404,28.917,0.004,0.392,0.027,0.027
20140405,42.917,0.005,0.425,0.024,0.030
20140406,44.250,0.004,0.375,0.028,0.023
20140407,84.708,0.008,0.562,0.026,0.041
20140408,64.708,0.008,0.458,0.029,0.039
20140410,83.625,0.008,0.600,0.021,0.044
20140411,46.042,0.006,0.492,0.018,0.038
20140412,51.583,0.007,0.521,0.017,0.040
20140413,50.542,0.006,0.517,0.022,0.035
20140415,74.167,0.009,0.633,0.022,0.051
20140416,146.750,0.010,0.721,0.034,0.050
20140417,70.667,0.007,0.650,0.015,0.050
20140418,47.708,0.004,0.558,0.023,0.038
20140419,50.875,0.005,0.454,0.028,0.033
20140420,36.292,0.005,0.413,0.025,0.030
20140422,90.458,0.010,0.667,0.023,0.047
20140423,80.333,0.011,0.600,0.024,0.052
20140424,75.417,0.014,0.658,0.014,0.059
20140425,67.250,0.012,0.633,0.011,0.056
20140426,67.833,0.011,0.600,0.015,0.053
20140427,49.542,0.009,0.479,0.013,0.041
20140428,26.125,0.004,0.417,0.025,0.035
20140430,46.208,0.006,0.525,0.012,0.029
20140501,53.250,0.006,0.492,0.015,0.031
20140502,87.083,0.006,0.612,0.018,0.043
20140503,67.833,0.005,0.446,0.028,0.028
20140504,45.417,0.008,0.467,0.022,0.036
20140505,50.542,0.005,0.408,0.029,0.022
20140506,52.250,0.005,0.396,0.031,0.025
20140508,64.875,0.006,0.504,0.022,0.039
20140509,52.000,0.006,0.479,0.030,0.033
20140510,38.875,0.007,0.446,0.027,0.032
20140511,51.458,0.007,0.442,0.030,0.031
20140512,51.542,0.006,0.579,0.016,0.036
20140514,93.750,0.009,0.646,0.012,0.061
20140515,74.417,0.006,0.475,0.022,0.037
20140516,74.167,0.009,0.600,0.025,0.051
20140517,97.625,0.015,0.617,0.016,0.059
20140518,102.125,0.012,0.542,0.015,0.048
20140519,112.458,0.020,0.579,0.009,0.063
20140520,85.167,0.011,0.550,0.011,0.058
20140521,85.875,0.008,0.542,0.016,0.043
20140523,54.833,0.006,0.408,0.015,0.057
20140524,81.333,0.008,0.504,0.014,0.060
20140525,58.542,0.005,0.329,0.015,0.040
20140526,95.208,0.005,0.429,0.010,0.047
20140527,150.417,0.009,0.462,0.018,0.053
20140528,183.750,0.005,0.558,0.015,0.055
20140530,140.375,0.008,0.683,0.008,0.072
20140531,134.500,0.011,0.642,0.007,0.067
20140601,141.542,0.012,0.662,0.023,0.053
20140603,47.750,0.004,0.400,0.029,0.032
20140604,38.417,0.005,0.350,0.034,0.020
20140610,42.667,0.006,0.421,0.033,0.038
20140611,31.208,0.005,0.408,0.026,0.034
20140612,41.917,0.005,0.525,0.029,0.037
20140613,74.125,0.006,0.525,0.026,0.036
20140614,92.083,0.007,0.562,0.023,0.038
20140615,61.750,0.007,0.463,0.024,0.034
20140616,67.250,0.007,0.462,0.024,0.036
20140618,57.750,0.006,0.417,0.021,0.034
20140619,61.417,0.007,0.513,0.017,0.023
20140627,50.708,0.008,0.508,0.025,0.036
20140628,62.542,0.008,0.433,0.044,0.026
20140629,61.500,0.010,0.417,0.045,0.028
20140702,90.167,0.017,0.483,0.026,0.038
20140703,41.083,0.010,0.467,0.033,0.030
20140704,47.417,0.007,0.467,0.031,0.029
20140705,57.500,0.006,0.504,0.025,0.024
20140706,36.083,0.006,0.404,0.031,0.026
20140707,46.208,0.009,0.467,0.023,0.033
20140709,51.375,0.005,0.404,0.016,0.014
20140710,40.917,0.010,0.367,0.020,0.022
20140711,75.625,0.009,0.529,0.044,0.039
20140712,97.792,0.013,0.646,0.032,0.040
20140713,57.792,0.008,0.475,0.030,0.035
20140714,92.875,0.011,0.617,0.029,0.037
20140715,92.792,0.012,0.604,0.020,0.037
20140716,64.583,0.012,0.508,0.016,0.035
20140726,47.000,0.005,0.375,0.033,0.026
20140727,39.250,0.005,0.379,0.040,0.024
20140728,53.292,0.008,0.454,0.025,0.036
20140801,33.500,0.004,0.279,0.025,0.016
20140802,33.708,0.004,0.208,0.024,0.012
20140803,51.458,0.006,0.263,0.031,0.019
20140805,59.375,0.007,0.463,0.026,0.035
20140806,66.792,0.010,0.454,0.020,0.030
20140807,61.042,0.008,0.471,0.021,0.032
20140808,24.750,0.004,0.321,0.036,0.023
20140809,20.542,0.004,0.242,0.034,0.014
20140810,15.750,0.004,0.279,0.026,0.018
20140811,31.000,0.006,0.379,0.026,0.030
20140813,87.417,0.017,0.608,0.018,0.053
20140814,32.000,0.005,0.438,0.035,0.027
20140815,24.042,0.004,0.413,0.026,0.028
20140816,35.875,0.006,0.404,0.028,0.026
20140817,32.292,0.006,0.337,0.026,0.019
20140818,27.750,0.005,0.433,0.019,0.025
20140820,32.625,0.006,0.371,0.016,0.018
20140821,34.167,0.006,0.325,0.022,0.020
20140822,54.833,0.007,0.500,0.026,0.038
20140823,87.542,0.008,0.608,0.026,0.037
20140824,52.458,0.009,0.404,0.021,0.026
20140825,39.917,0.009,0.413,0.016,0.024
20140826,43.417,0.010,0.542,0.020,0.030
20140828,39.333,0.005,0.363,0.022,0.024
20140829,33.625,0.006,0.358,0.022,0.022
20140830,33.667,0.005,0.321,0.025,0.021
20140831,29.792,0.005,0.292,0.025,0.019
20140901,32.833,0.006,0.329,0.024,0.023
20140902,33.292,0.005,0.346,0.023,0.023
20140905,52.875,0.007,0.521,0.026,0.045
20140906,57.500,0.009,0.558,0.021,0.044
20140907,46.542,0.007,0.521,0.033,0.028
20140908,62.875,0.007,0.467,0.031,0.022
20140909,65.917,0.009,0.550,0.033,0.031
20140910,70.542,0.008,0.483,0.032,0.022
20140912,35.500,0.006,0.404,0.025,0.029
20140913,29.917,0.007,0.333,0.028,0.021
20140914,20.417,0.005,0.296,0.027,0.017
20140915,39.708,0.007,0.429,0.022,0.036
20140917,46.250,0.006,0.433,0.022,0.030
20140918,43.000,0.005,0.383,0.024,0.025
20140919,42.167,0.007,0.417,0.020,0.031
20140920,39.000,0.006,0.367,0.027,0.026
20140921,35.042,0.006,0.346,0.028,0.021
20140922,39.542,0.006,0.367,0.025,0.025
20140923,42.292,0.006,0.388,0.024,0.029
20140924,33.833,0.005,0.413,0.023,0.026
20140926,39.958,0.006,0.396,0.026,0.026
20140927,47.542,0.009,0.438,0.023,0.039
20140928,81.625,0.006,0.554,0.030,0.034
20140929,90.583,0.007,0.504,0.028,0.032
20141002,46.417,0.008,0.521,0.025,0.044
20141003,48.000,0.006,0.521,0.042,0.026
20141004,37.500,0.006,0.425,0.033,0.024
20141005,38.292,0.005,0.358,0.038,0.019
20141006,37.500,0.005,0.379,0.034,0.025
20141008,38.083,0.006,0.500,0.026,0.039
20141009,33.042,0.007,0.429,0.033,0.030
20141010,44.125,0.008,0.504,0.027,0.037
20141011,46.708,0.007,0.421,0.037,0.026
20141012,43.625,0.007,0.408,0.034,0.024
20141013,20.583,0.005,0.358,0.042,0.018
20141014,38.417,0.006,0.404,0.027,0.029
20141016,58.750,0.006,0.542,0.030,0.039
20141017,46.708,0.007,0.513,0.023,0.045
20141018,47.083,0.009,0.621,0.020,0.056
20141019,44.750,0.009,0.600,0.029,0.051
20141020,46.750,0.007,0.617,0.017,0.052
20141021,36.375,0.006,0.529,0.024,0.035
20141022,28.125,0.006,0.442,0.033,0.026
20141023,35.292,0.006,0.446,0.028,0.033
20141024,51.375,0.008,0.725,0.021,0.052
20141025,63.958,0.009,0.879,0.022,0.057
20141026,53.125,0.010,0.804,0.027,0.050
20141027,57.042,0.006,0.513,0.033,0.034
20141028,56.458,0.007,0.592,0.024,0.048
20141030,40.208,0.007,0.512,0.026,0.032
20141031,34.250,0.007,0.533,0.023,0.029
20141101,47.625,0.009,0.729,0.016,0.030
20141104,46.917,0.007,0.492,0.025,0.029
20141105,53.333,0.009,0.629,0.020,0.036
20141106,55.000,0.009,0.642,0.018,0.041
20141108,63.458,0.008,0.625,0.023,0.033
20141109,42.875,0.007,0.487,0.036,0.023
20141110,51.833,0.008,0.562,0.028,0.032
20141111,53.792,0.010,0.700,0.021,0.039
20141113,42.083,0.005,0.329,0.032,0.015
20141114,35.208,0.007,0.475,0.026,0.024
20141115,35.333,0.007,0.446,0.029,0.022
20141116,31.542,0.009,0.633,0.018,0.031
20141117,39.333,0.009,0.550,0.030,0.023
20141119,39.250,0.008,0.583,0.016,0.035
20141120,49.417,0.008,0.692,0.014,0.039
20141121,48.000,0.011,0.846,0.013,0.044
20141122,57.917,0.011,0.758,0.012,0.043
20141123,50.417,0.008,0.629,0.020,0.032
20141124,40.500,0.009,0.596,0.016,0.033
20141125,31.583,0.008,0.504,0.024,0.022
20141126,39.125,0.007,0.554,0.019,0.025
20141127,52.750,0.009,0.762,0.012,0.034
20141129,25.792,0.008,0.533,0.019,0.024
20141130,23.083,0.009,0.529,0.017,0.024
20141201,26.792,0.006,0.388,0.027,0.011
20141202,38.792,0.005,0.354,0.024,0.013
20141203,31.458,0.008,0.417,0.024,0.015
20141204,29.917,0.007,0.471,0.021,0.017
20141205,30.458,0.006,0.404,0.022,0.015
20141206,28.792,0.006,0.400,0.025,0.014
20141207,29.292,0.006,0.458,0.022,0.019
20141208,38.875,0.008,0.550,0.018,0.025
20141209,39.000,0.008,0.537,0.019,0.028
20141210,46.250,0.010,0.608,0.014,0.032
20141211,52.250,0.007,0.529,0.023,0.018
20141212,36.000,0.007,0.413,0.024,0.017
20141213,34.083,0.007,0.425,0.022,0.015
20141214,32.333,0.007,0.500,0.019,0.019
20141215,51.333,0.011,0.767,0.012,0.035
20141216,26.750,0.007,0.454,0.023,0.015
20141217,23.833,0.006,0.371,0.023,0.013
20141218,24.000,0.006,0.417,0.021,0.022
20141219,49.792,0.009,0.783,0.010,0.038
20141220,39.500,0.008,0.667,0.018,0.024
20141221,23.042,0.006,0.396,0.021,0.013
20141222,31.292,0.008,0.492,0.018,0.019
20141223,32.708,0.008,0.471,0.020,0.023
20141224,62.250,0.011,0.612,0.019,0.029
20141225,38.708,0.008,0.433,0.023,0.019
20141226,33.708,0.008,0.512,0.019,0.024
20141227,53.583,0.009,0.767,0.011,0.035
20141228,53.333,0.009,0.642,0.016,0.028
20141229,75.500,0.013,0.679,0.024,0.027
20141230,93.708,0.013,0.783,0.020,0.033
20141231,52.375,0.009,0.713,0.019,0.028
