Date,PM10,SO2,CO,O3,NO2
20210830,34.000,0.004,0.413,0.020,0.039
20210901,23.042,0.003,0.358,0.016,0.025
20210902,12.625,0.002,0.367,0.027,0.020
20210904,15.500,0.003,0.358,0.031,0.014
20210905,19.583,0.003,0.342,0.033,0.012
20210906,25.458,0.002,0.333,0.031,0.017
20210907,24.083,0.002,0.346,0.026,0.020
20210908,19.875,0.003,0.367,0.034,0.019
20210910,21.000,0.003,0.367,0.032,0.022
20210911,33.792,0.004,0.417,0.039,0.031
20210912,29.500,0.003,0.392,0.047,0.022
20210913,29.333,0.002,0.350,0.035,0.016
20210915,21.500,0.003,0.304,0.036,0.011
20210917,8.917,0.002,0.308,0.034,0.010
20210919,14.167,0.003,0.321,0.035,0.011
20210920,17.833,0.002,0.325,0.034,0.012
20210921,17.583,0.002,0.308,0.036,0.012
20210922,24.083,0.003,0.421,0.058,0.009
20210923,20.458,0.002,0.325,0.048,0.012
20210925,16.708,0.002,0.308,0.031,0.012
20210926,18.875,0.002,0.296,0.033,0.012
20210928,19.667,0.003,0.383,0.024,0.022
20210929,25.750,0.003,0.362,0.022,0.022
20210930,16.542,0.003,0.388,0.025,0.021
20211001,20.750,0.003,0.363,0.032,0.024
20211002,37.458,0.003,0.425,0.048,0.021
20211003,39.000,0.003,0.408,0.047,0.024
20211004,38.208,0.003,0.333,0.041,0.017
20211005,31.458,0.003,0.329,0.033,0.021
20211006,31.542,0.004,0.408,0.027,0.025
20211007,25.708,0.003,0.329,0.036,0.018
20211009,30.167,0.003,0.371,0.033,0.017
20211010,29.583,0.003,0.321,0.031,0.016
20211011,13.083,0.003,0.321,0.028,0.013
20211012,10.375,0.002,0.317,0.030,0.013
20211014,21.750,0.002,0.342,0.029,0.023
20211015,32.208,0.002,0.413,0.026,0.026
20211016,10.958,0.002,0.317,0.033,0.008
20211017,21.500,0.002,0.283,0.032,0.007
20211018,21.000,0.002,0.342,0.027,0.020
20211021,15.750,0.003,0.375,0.020,0.022
20211022,23.250,0.002,0.325,0.038,0.012
20211023,15.833,0.002,0.350,0.032,0.017
20211024,18.083,0.002,0.371,0.026,0.022
20211025,23.708,0.003,0.408,0.028,0.031
20211026,34.792,0.003,0.367,0.038,0.023
20211027,52.458,0.003,0.413,0.054,0.016
20211029,26.167,0.003,0.325,0.030,0.018
20211030,16.375,0.003,0.362,0.027,0.018
20211031,20.292,0.003,0.371,0.029,0.022
20211101,38.583,0.003,0.404,0.037,0.022
20211102,37.458,0.002,0.408,0.041,0.017
20211103,33.833,0.003,0.421,0.034,0.023
20211105,45.375,0.003,0.537,0.022,0.041
20211106,33.333,0.003,0.392,0.034,0.018
20211107,16.375,0.002,0.308,0.036,0.012
20211108,14.958,0.003,0.304,0.030,0.012
20211109,13.750,0.002,0.304,0.031,0.011
20211110,12.042,0.002,0.300,0.032,0.011
20211111,12.417,0.002,0.304,0.031,0.010
20211114,43.958,0.003,0.450,0.037,0.021
20211115,60.583,0.003,0.442,0.033,0.027
20211116,51.542,0.003,0.454,0.022,0.032
20211117,71.292,0.004,0.458,0.030,0.029
20211118,54.625,0.003,0.417,0.041,0.023
20211120,69.500,0.003,0.625,0.022,0.047
20211121,50.542,0.003,0.529,0.024,0.035
20211122,29.500,0.002,0.342,0.033,0.010
20211125,49.000,0.004,0.383,0.033,0.020
20211126,33.417,0.003,0.325,0.030,0.017
20211128,15.042,0.003,0.408,0.019,0.026
20211129,24.417,0.005,0.529,0.018,0.035
20211130,18.250,0.003,0.446,0.019,0.028
20211202,17.333,0.002,0.317,0.023,0.013
20211203,26.583,0.003,0.337,0.026,0.014
20211205,25.792,0.003,0.442,0.017,0.025
20211206,32.792,0.004,0.542,0.007,0.042
20211208,20.292,0.003,0.367,0.024,0.020
20211209,16.708,0.003,0.363,0.020,0.023
20211211,43.375,0.003,0.413,0.028,0.023
20211213,15.917,0.002,0.300,0.027,0.011
20211214,19.958,0.003,0.367,0.022,0.019
20211215,34.083,0.004,0.513,0.018,0.032
20211217,39.208,0.002,0.346,0.029,0.011
20211218,13.875,0.002,0.312,0.026,0.012
20211219,18.625,0.002,0.329,0.028,0.013
20211220,41.958,0.003,0.433,0.025,0.028
20211221,67.208,0.004,0.642,0.023,0.041
20211223,47.458,0.003,0.450,0.018,0.035
20211224,62.958,0.003,0.504,0.016,0.038
20211225,28.042,0.002,0.312,0.034,0.007
20211226,9.917,0.002,0.300,0.031,0.006
20211227,15.750,0.002,0.350,0.023,0.019
20211229,37.708,0.003,0.425,0.022,0.026
20211230,25.250,0.002,0.308,0.033,0.009
20211231,16.125,0.002,0.279,0.033,0.008
