Date,PM10,SO2,CO,O3,NO2
2014010101,124.0,0.01,0.6,0.027,0.018
2014010102,132.0,0.01,0.6,0.027,0.017
2014010103,129.0,0.01,0.5,0.027,0.014
2014010104,143.0,0.011,0.6,0.023,0.013
2014010105,143.0,0.011,0.6,0.022,0.014
2014010106,130.0,0.01,0.5,0.017,0.019
2014010107,132.0,0.01,0.6,0.013,0.025
2014010108,136.0,0.008,0.6,0.009,0.027
2014010109,146.0,0.009,0.7,0.006,0.032
2014010110,152.0,0.008,0.6,0.013,0.027
2014010111,149.0,0.008,0.7,0.011,0.03
2014010112,146.0,0.008,0.6,0.016,0.029
2014010113,144.0,0.009,0.7,0.018,0.027
2014010114,146.0,0.009,0.7,0.02,0.028
2014010115,135.0,0.008,0.7,0.021,0.029
2014010116,145.0,0.007,0.6,0.022,0.028
2014010117,119.0,0.005,0.4,0.025,0.022
2014010118,91.0,0.004,0.4,0.024,0.022
2014010119,82.0,0.004,0.4,0.021,0.024
2014010120,80.0,0.005,0.4,0.018,0.031
2014010121,92.0,0.005,0.4,0.016,0.032
2014010122,82.0,0.006,0.4,0.019,0.029
2014010123,96.0,0.009,0.5,0.021,0.026
2014010124,119.0,0.01,0.5,0.024,0.019
2014010201,131.0,0.011,0.6,0.024,0.016
2014010202,138.0,0.012,0.6,0.024,0.014
2014010203,141.0,0.012,0.6,0.023,0.015
2014010204,143.0,0.012,0.6,0.022,0.015
2014010205,134.0,0.008,0.6,0.013,0.023
2014010206,120.0,0.008,0.6,0.01,0.028
2014010207,120.0,0.007,0.6,0.007,0.031
2014010208,136.0,0.006,0.8,0.004,0.032
2014010209,133.0,0.012,1.2,0.003,0.033
2014010210,153.0,0.012,0.9,0.009,0.031
2014010211,131.0,0.008,0.5,0.016,0.025
2014010212,88.0,0.007,0.5,0.017,0.025
2014010213,81.0,0.006,0.4,0.019,0.025
2014010214,79.0,0.006,0.4,0.018,0.027
2014010215,,,,,
2014010216,,,,,
2014010217,35.0,0.005,0.5,0.011,0.031
2014010218,47.0,0.008,0.8,0.004,0.036
2014010219,73.0,0.007,0.8,0.004,0.033
2014010220,63.0,0.006,0.6,0.008,0.031
2014010221,66.0,0.006,0.6,0.01,0.031
2014010222,51.0,0.007,0.8,0.007,0.033
2014010223,67.0,0.007,0.7,0.003,0.032
2014010224,52.0,0.007,1.1,0.003,0.031
2014010301,78.0,0.006,1.0,0.003,0.03
2014010302,82.0,0.006,1.1,0.003,0.029
2014010303,67.0,0.006,0.7,0.004,0.029
2014010304,38.0,0.005,0.7,0.002,0.03
2014010305,48.0,0.006,0.8,0.003,0.028
2014010306,65.0,0.006,0.8,0.002,0.024
2014010307,62.0,0.007,0.8,0.002,0.021
2014010308,61.0,0.006,0.8,0.002,0.024
2014010309,63.0,0.008,1.1,0.002,0.021
2014010310,88.0,0.008,1.2,0.002,0.022
2014010311,101.0,0.01,1.2,0.003,0.026
2014010312,128.0,0.014,1.0,0.002,0.03
2014010313,119.0,0.013,0.8,0.004,0.03
2014010314,73.0,0.007,0.5,0.013,0.03
2014010315,51.0,0.007,0.6,0.009,0.034
2014010316,56.0,0.008,0.6,0.005,0.038
2014010317,67.0,0.008,0.7,0.004,0.038
2014010318,73.0,0.008,0.7,0.003,0.037
2014010319,66.0,0.008,1.0,0.003,0.036
2014010320,63.0,0.008,0.9,0.003,0.036
2014010321,66.0,0.007,0.9,0.002,0.036
2014010322,57.0,0.008,0.9,0.002,0.036
2014010323,62.0,0.008,1.0,0.002,0.037
2014010324,66.0,0.007,0.9,0.004,0.034
2014010401,61.0,0.006,0.6,0.01,0.028
2014010402,53.0,0.006,0.8,0.005,0.031
2014010403,62.0,0.005,0.5,0.013,0.024
2014010404,51.0,0.005,0.5,0.015,0.023
2014010405,50.0,0.006,0.5,0.011,0.024
2014010406,60.0,0.007,0.6,0.006,0.029
2014010407,81.0,0.007,0.7,0.006,0.029
2014010408,114.0,0.007,0.7,0.004,0.029
2014010409,111.0,0.009,0.8,0.003,0.029
2014010410,122.0,0.011,0.8,0.004,0.029
2014010411,130.0,0.01,0.7,0.006,0.032
2014010412,121.0,0.009,0.6,0.009,0.031
2014010413,106.0,0.01,0.5,0.012,0.031
2014010414,87.0,0.009,0.6,0.009,0.034
2014010415,87.0,0.01,0.6,0.01,0.036
2014010416,84.0,0.008,0.5,0.012,0.034
2014010417,66.0,0.007,0.5,0.009,0.034
2014010418,55.0,0.008,0.7,0.005,0.034
2014010419,66.0,0.006,0.7,0.005,0.032
2014010420,55.0,0.005,0.6,0.006,0.029
2014010421,44.0,0.004,0.5,0.009,0.027
2014010422,32.0,0.004,0.5,0.01,0.027
2014010423,28.0,0.004,0.5,0.013,0.024
2014010424,30.0,0.004,0.5,0.016,0.021
2014010501,19.0,0.004,0.5,0.021,0.017
2014010502,24.0,0.004,0.4,0.023,0.014
2014010503,16.0,0.003,0.5,0.022,0.015
2014010504,21.0,0.003,0.4,0.027,0.01
2014010505,18.0,0.003,0.4,0.025,0.011
2014010506,25.0,0.004,0.5,0.015,0.018
2014010507,29.0,0.003,0.5,0.012,0.022
2014010508,27.0,0.003,0.4,0.011,0.023
