Date,PM10,SO2,CO,O3,NO2
2013010101,22,0.005,0.7,0.01,0.03
2013010102,36,0.006,0.8,0.005,0.037
2013010103,29,0.008,0.7,0.006,0.035
2013010104,30,0.009,0.7,0.004,0.037
2013010105,32,0.007,0.7,0.007,0.029
2013010106,28,0.006,0.6,0.009,0.027
2013010107,16,0.006,0.6,0.006,0.033
2013010108,21,0.006,0.6,0.005,0.035
2013010109,22,0.008,0.8,0.004,0.04
2013010110,34,0.009,1.0,0.003,0.045
2013010111,60,0.01,0.9,0.003,0.046
2013010112,70,0.01,0.6,0.007,0.034
2013010113,37,0.01,0.5,0.014,0.024
2013010114,45,0.011,0.5,0.013,0.026
2013010115,58,0.011,0.5,0.016,0.024
2013010116,65,0.01,0.6,0.02,0.022
2013010117,55,0.011,0.6,0.017,0.027
2013010118,95,0.012,0.6,0.016,0.027
2013010119,127,0.013,0.6,0.015,0.028
2013010120,138,0.015,0.6,0.016,0.027
2013010121,141,0.015,0.6,0.015,0.026
2013010122,151,0.015,0.7,0.012,0.03
2013010123,144,0.015,0.7,0.012,0.029
2013010124,135,0.013,0.8,0.006,0.037
2013010201,131,0.01,1.0,0.004,0.038
2013010202,132,0.013,0.8,0.005,0.035
2013010203,136,0.015,0.6,0.015,0.019
2013010204,151,0.014,0.5,0.018,0.014
2013010205,143,0.017,0.6,0.017,0.015
2013010206,127,0.014,0.6,0.018,0.015
2013010207,108,0.01,0.6,0.012,0.024
2013010208,116,0.011,0.6,0.01,0.025
2013010209,82,0.013,0.6,0.01,0.024
2013010210,75,-999.0,-999.0,-999.0,-999.0
2013010211,50,-999.0,-999.0,-999.0,-999.0
2013010212,29,0.006,0.5,0.016,0.018
2013010213,30,0.006,0.4,0.018,0.014
2013010214,27,0.006,0.4,0.019,0.015
2013010215,22,0.006,0.4,0.019,0.016
2013010216,23,0.006,0.4,0.02,0.017
2013010217,30,0.006,0.4,0.019,0.02
2013010218,25,0.006,0.5,0.018,0.021
2013010219,29,0.006,0.4,0.018,0.02
2013010220,25,0.006,0.4,0.018,0.02
2013010221,19,0.006,0.4,0.018,0.018
