Date,PM10,SO2,CO,O3,NO2
2012010101,72,0.009,0.6,0.029,0.012
2012010102,73,0.009,0.6,0.027,0.014
2012010103,75,0.009,0.6,0.028,0.011
2012010104,71,0.012,0.6,0.029,0.011
2012010105,63,0.014,0.6,0.029,0.01
2012010106,84,0.014,0.7,0.024,0.016
2012010107,89,0.013,0.7,0.01,0.032
2012010108,94,0.012,0.7,0.012,0.029
2012010109,92,0.013,0.7,0.01,0.033
2012010110,92,0.014,0.7,0.013,0.032
2012010111,85,0.015,0.7,0.015,0.032
2012010112,107,0.018,0.8,0.019,0.029
2012010113,109,0.024,0.9,0.018,0.031
2012010114,117,0.023,1.0,0.02,0.032
2012010115,105,0.021,1.0,0.02,0.033
2012010116,101,0.023,1.0,0.015,0.036
2012010117,101,0.019,0.9,0.016,0.031
2012010118,86,0.014,0.9,0.016,0.028
2012010119,68,0.01,0.8,0.017,0.022
2012010120,58,0.008,0.8,0.019,0.019
2012010121,50,0.005,0.4,0.03,0.013
2012010122,40,0.005,0.4,0.027,0.016
2012010123,22,0.005,0.3,0.029,0.013
2012010124,35,0.004,0.3,0.031,0.01
2012010201,28,0.004,0.3,0.031,0.009
2012010202,48,0.004,0.3,0.032,0.006
2012010203,45,0.005,0.4,0.031,0.006
2012010204,45,0.006,0.4,0.03,0.007
2012010205,36,0.005,0.5,0.028,0.009
2012010206,39,0.005,0.5,0.021,0.018
2012010207,45,0.005,0.5,0.019,0.019
2012010208,48,0.007,0.6,0.011,0.03
2012010209,60,0.008,0.7,0.01,0.032
2012010210,64,0.008,0.7,0.015,0.028
2012010211,66,0.008,0.7,0.014,0.031
2012010212,55,0.007,0.6,0.021,0.024
2012010213,53,0.006,0.5,0.028,0.018
2012010214,45,0.006,0.6,0.028,0.022
2012010215,38,0.006,0.5,0.032,0.019
2012010216,30,0.007,0.6,0.023,0.029
2012010217,47,0.008,0.7,0.014,0.04
2012010218,62,0.006,0.6,0.013,0.041
2012010219,63,0.005,0.6,0.013,0.042
2012010220,46,0.005,0.6,0.02,0.031
2012010221,43,0.006,0.7,0.014,0.038
2012010222,50,0.006,0.6,0.018,0.03
2012010223,55,0.006,0.6,0.018,0.027
2012010224,62,0.005,0.5,0.022,0.02
2012010301,57,0.005,0.5,0.023,0.018
2012010302,57,0.005,0.5,0.022,0.017
2012010303,60,0.005,0.5,0.027,0.013
2012010304,68,0.004,0.5,0.028,0.011
2012010305,67,0.004,0.5,0.027,0.011
2012010306,61,0.004,0.4,0.023,0.016
2012010307,64,0.004,0.5,0.017,0.026
2012010308,62,0.005,0.4,0.02,0.021
2012010309,65,0.005,0.5,0.018,0.024
2012010310,63,0.005,0.5,0.017,0.026
2012010311,73,0.006,0.5,0.021,0.024
2012010312,76,0.008,0.5,0.024,0.023
2012010313,74,0.009,0.5,0.026,0.022
2012010314,82,0.008,0.5,0.028,0.02
2012010315,81,0.009,0.5,0.028,0.024
2012010316,77,0.009,0.5,0.024,0.028
2012010317,80,0.008,0.6,0.015,0.038
2012010318,88,0.009,0.8,0.009,0.048
2012010319,97,0.01,0.9,0.005,0.053
2012010320,91,0.011,0.9,0.007,0.045
2012010321,81,0.009,0.7,0.01,0.039
2012010322,67,0.007,0.6,0.014,0.03
2012010323,58,0.005,0.6,0.017,0.023
2012010324,46,0.004,0.5,0.022,0.016
2012010401,45,0.004,0.4,0.026,0.012
2012010402,47,0.004,0.4,0.03,0.007
2012010403,34,0.003,0.3,0.031,0.005
2012010404,30,0.003,0.3,0.031,0.006
2012010405,28,0.003,0.3,0.029,0.008
2012010406,25,0.003,0.3,0.025,0.013
2012010407,38,0.004,0.4,0.017,0.023
2012010408,54,0.004,0.5,0.016,0.024
2012010409,48,0.006,0.5,0.014,0.025
2012010410,56,0.006,0.5,0.02,0.019
2012010411,63,0.007,0.5,0.026,0.015
2012010412,71,0.007,0.6,0.029,0.014
2012010413,84,0.007,0.5,0.029,0.016
2012010414,83,0.008,0.5,0.029,0.016
2012010415,80,0.008,0.5,0.03,0.019
2012010416,80,0.008,0.5,0.026,0.025
2012010417,86,0.007,0.5,0.028,0.021
2012010418,65,0.006,0.5,0.025,0.024
2012010419,62,0.005,0.5,0.021,0.028
2012010420,51,0.004,0.5,0.023,0.024
2012010421,55,0.004,0.5,0.017,0.032
2012010422,54,0.004,0.5,0.018,0.03
2012010423,62,0.004,0.5,0.02,0.026
2012010424,61,0.004,0.4,0.024,0.019
2012010501,55,0.004,0.4,0.025,0.017
2012010502,58,0.004,0.4,0.028,0.013
2012010503,59,0.003,0.4,0.03,0.009
2012010504,54,0.003,0.3,0.032,0.007
2012010505,51,0.003,0.3,0.031,0.007
2012010506,41,0.003,0.3,0.029,0.01
2012010507,50,0.003,0.3,0.027,0.014
2012010508,42,0.003,0.3,0.025,0.017
2012010509,45,0.003,0.4,0.022,0.02
2012010510,52,0.003,0.4,0.025,0.018
2012010511,63,0.003,0.3,0.028,0.016
2012010512,48,0.003,0.4,0.026,0.02
2012010513,44,0.003,0.4,0.026,0.02
2012010514,50,0.004,0.4,0.027,0.021
2012010515,53,0.003,0.4,0.028,0.021
2012010516,45,0.003,0.4,0.025,0.024
2012010517,40,0.003,0.4,0.025,0.025
2012010518,43,0.003,0.5,0.015,0.035
2012010519,48,0.004,0.6,0.008,0.046
2012010520,49,0.006,0.5,0.006,0.046
