Date,PM10,SO2,CO,O3,NO2
2015010101,22.0,0.006,0.3,0.031,0.006
2015010102,20.0,0.006,0.3,0.03,0.006
2015010103,22.0,0.006,0.3,0.03,0.004
2015010104,25.0,0.006,0.3,0.03,0.003
2015010105,18.0,0.006,0.3,0.029,0.004
2015010106,28.0,0.006,0.4,0.025,0.006
2015010107,24.0,0.006,0.3,0.024,0.008
2015010108,34.0,0.006,0.4,0.022,0.01
2015010109,39.0,0.006,0.3,0.023,0.008
2015010110,45.0,0.006,0.4,0.023,0.008
2015010111,57.0,0.006,0.3,0.026,0.005
2015010112,71.0,0.005,0.3,0.029,0.004
2015010113,71.0,0.005,0.3,0.029,0.005
2015010114,63.0,0.006,0.3,0.029,0.006
2015010115,59.0,0.006,0.3,0.029,0.006
2015010116,55.0,0.006,0.3,0.027,0.009
2015010117,61.0,0.005,0.3,0.028,0.009
2015010118,47.0,0.005,0.4,0.02,0.019
2015010119,53.0,0.006,0.4,0.018,0.021
2015010120,48.0,0.005,0.4,0.021,0.017
2015010121,42.0,0.005,0.4,0.017,0.021
2015010122,34.0,0.006,0.4,0.019,0.02
2015010123,35.0,0.006,0.4,0.019,0.019
2015010124,28.0,0.005,0.3,0.026,0.01
2015010201,26.0,0.005,0.4,0.026,0.01
2015010202,27.0,0.005,0.3,0.028,0.006
2015010203,19.0,0.005,0.3,0.031,0.003
2015010204,24.0,0.005,0.3,0.031,0.004
2015010205,21.0,0.005,0.3,0.03,0.005
2015010206,26.0,0.005,0.3,0.026,0.01
2015010207,21.0,0.005,0.3,0.02,0.016
2015010208,21.0,0.005,0.4,0.019,0.019
2015010209,26.0,0.005,0.4,0.016,0.021
2015010210,23.0,0.005,0.4,0.019,0.019
2015010211,33.0,0.006,0.4,0.022,0.016
2015010212,32.0,0.006,0.4,0.024,0.014
2015010213,33.0,0.007,0.4,0.028,0.012
2015010214,30.0,0.008,0.5,0.026,0.013
2015010215,36.0,0.01,0.5,0.027,0.014
2015010216,54.0,0.01,0.6,0.027,0.014
2015010217,49.0,0.009,0.6,0.025,0.018
2015010218,45.0,0.008,0.5,0.026,0.016
2015010219,40.0,0.007,0.5,0.021,0.022
2015010220,33.0,0.007,0.5,0.02,0.022
2015010221,30.0,0.007,0.4,0.02,0.023
2015010222,31.0,0.007,0.4,0.019,0.024
2015010223,25.0,0.007,0.4,0.023,0.019
2015010224,20.0,0.006,0.4,0.028,0.01
2015010301,19.0,0.006,0.4,0.03,0.007
2015010302,18.0,0.006,0.4,0.029,0.008
2015010303,30.0,0.006,0.3,0.03,0.006
2015010304,25.0,0.006,0.4,0.029,0.007
2015010305,24.0,0.006,0.3,0.029,0.007
2015010306,20.0,0.006,0.4,0.028,0.01
2015010307,21.0,0.006,0.4,0.023,0.016
2015010308,21.0,0.007,0.4,0.014,0.029
2015010309,32.0,0.006,0.4,0.02,0.022
2015010310,25.0,0.013,0.5,0.014,0.033
2015010311,41.0,0.008,0.4,0.023,0.021
2015010312,35.0,0.007,0.4,0.025,0.019
2015010313,30.0,0.006,0.4,0.025,0.019
2015010314,28.0,0.006,0.4,0.027,0.016
2015010315,15.0,0.006,0.4,0.024,0.019
2015010316,27.0,0.007,0.4,0.021,0.022
2015010317,27.0,0.008,0.5,0.016,0.028
2015010318,28.0,0.01,0.7,0.009,0.038
2015010319,28.0,0.009,0.8,0.009,0.039
2015010320,34.0,0.012,0.7,0.012,0.033
2015010321,26.0,0.017,0.8,0.012,0.032
2015010322,30.0,0.021,0.8,0.01,0.035
2015010323,36.0,0.019,0.8,0.01,0.033
2015010324,43.0,0.017,0.8,0.011,0.03
2015010401,34.0,0.014,0.7,0.015,0.026
2015010402,29.0,0.012,0.7,0.015,0.024
2015010403,36.0,0.013,0.7,0.016,0.022
2015010404,29.0,0.012,0.7,0.02,0.017
2015010405,27.0,0.009,0.6,0.021,0.016
2015010406,36.0,0.01,0.8,0.009,0.033
2015010407,42.0,0.011,1.0,0.009,0.035
2015010408,49.0,0.011,1.0,0.009,0.037
2015010409,55.0,0.01,1.0,0.009,0.036
2015010410,58.0,0.015,0.8,0.01,0.038
2015010411,55.0,0.02,0.7,0.01,0.039
2015010412,64.0,0.011,0.6,0.019,0.03
2015010413,48.0,0.01,0.6,0.02,0.03
2015010414,47.0,0.009,0.5,0.029,0.021
2015010415,61.0,0.015,0.7,0.023,0.031
2015010416,64.0,0.012,0.6,0.024,0.029
2015010417,52.0,0.012,0.7,0.017,0.038
2015010418,48.0,0.013,0.8,0.014,0.041
2015010419,52.0,0.013,1.0,0.013,0.041
2015010420,53.0,0.013,0.9,0.011,0.045
2015010421,57.0,0.011,1.0,0.01,0.044
2015010422,46.0,0.01,1.0,0.01,0.042
2015010423,73.0,0.011,1.4,0.009,0.047
2015010424,87.0,0.01,1.4,0.009,0.044
2015010501,84.0,0.009,1.1,0.009,0.041
2015010502,66.0,0.008,0.9,0.009,0.039
2015010503,70.0,0.008,0.9,0.009,0.039
2015010504,67.0,0.008,0.8,0.008,0.037
2015010505,72.0,0.008,0.8,0.008,0.037
2015010506,71.0,0.01,0.9,0.008,0.038
2015010507,80.0,0.012,1.3,0.008,0.042
2015010508,109.0,0.012,1.4,0.008,0.044
2015010509,99.0,0.012,1.2,0.009,0.046
2015010510,111.0,0.014,1.2,0.009,0.048
2015010511,127.0,0.013,1.2,0.01,0.047
2015010512,117.0,0.016,0.9,0.013,0.042
2015010513,104.0,0.016,0.8,0.014,0.044
2015010514,97.0,0.02,0.7,0.014,0.045
2015010515,95.0,0.022,0.6,0.017,0.043
2015010516,83.0,0.019,0.7,0.013,0.049
2015010517,84.0,0.017,0.7,0.012,0.051
2015010518,75.0,0.014,1.0,0.009,0.055
2015010519,77.0,0.014,1.3,0.008,0.058
2015010520,76.0,0.016,1.5,0.009,0.059
2015010521,77.0,0.016,1.8,0.009,0.061
2015010522,87.0,0.015,1.7,0.009,0.057
2015010523,82.0,0.015,1.5,0.009,0.055
2015010524,81.0,0.011,1.1,0.011,0.048
2015010601,70.0,0.009,0.6,0.03,0.024
2015010602,41.0,0.008,0.5,0.035,0.019
